date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2018-03-23,9,3,0.0,11.6,1,1,42,10:36 AM,12:27 AM,06:26 AM,06:43 PM,1,5,6,5,15,36,71,1.7,1013,9,10,191,9
2018-03-24,9,3,0.0,11.6,1,1,49,11:30 AM,01:31 AM,06:24 AM,06:44 PM,-3,3,6,3,31,11,54,0.0,1009,9,10,178,17
2018-03-25,2,-1,0.7,11.6,1,1,56,12:29 PM,02:31 AM,06:22 AM,06:45 PM,-3,-1,1,-1,12,33,76,0.8,1011,2,9,253,9
2018-03-26,3,-2,0.0,11.6,1,1,63,01:35 PM,03:25 AM,06:21 AM,06:46 PM,-6,-2,0,-2,10,20,66,0.0,1022,3,10,284,8
2018-03-27,5,-1,0.0,11.6,1,1,71,02:43 PM,04:12 AM,06:19 AM,06:47 PM,-6,1,2,1,8,7,56,0.0,1025,5,10,188,6
2018-03-28,8,2,0.0,11.6,1,1,78,03:53 PM,04:54 AM,06:17 AM,06:48 PM,-2,3,5,3,17,26,61,0.0,1019,8,10,265,11
2018-03-29,8,2,0.0,11.6,1,1,85,05:02 PM,05:32 AM,06:16 AM,06:49 PM,-3,4,5,4,9,17,53,0.0,1020,8,10,283,6
2018-03-30,13,3,0.0,11.6,1,1,93,06:10 PM,06:06 AM,06:14 AM,06:50 PM,-3,6,7,6,16,13,49,0.0,1020,13,10,190,9
2018-03-31,15,5,0.0,11.6,1,1,96,07:16 PM,06:38 AM,06:12 AM,06:51 PM,-2,9,10,9,14,21,44,0.0,1015,15,10,197,8
2018-04-01,13,5,0.0,11.6,1,1,89,08:21 PM,07:10 AM,06:11 AM,06:52 PM,-2,9,10,9,9,10,46,0.0,1010,13,10,201,5
2018-04-02,12,-0,0.0,8.9,1,1,81,09:24 PM,07:42 AM,06:09 AM,06:54 PM,-2,5,7,5,21,39,52,0.0,1006,12,10,277,14
2018-04-03,6,-3,0.0,11.6,1,1,74,10:25 PM,08:14 AM,06:08 AM,06:55 PM,-12,0,2,0,9,9,36,0.0,1024,6,10,132,6
2018-04-04,10,2,0.0,10.3,1,1,66,11:24 PM,08:50 AM,06:06 AM,06:56 PM,-9,4,6,4,16,32,34,0.0,1018,10,10,194,9
2018-04-05,12,5,0.0,11.6,1,1,59,No moonrise,09:30 AM,06:04 AM,06:57 PM,-1,7,9,7,16,30,50,0.0,1016,12,10,161,9
2018-04-06,9,6,0.0,7.6,1,1,51,12:19 AM,10:12 AM,06:03 AM,06:58 PM,3,8,8,8,9,69,71,0.0,1010,9,10,212,5
2018-04-07,11,7,0.0,10.3,1,1,44,01:11 AM,10:59 AM,06:01 AM,06:59 PM,5,7,9,7,21,49,80,0.2,1008,11,10,156,12
2018-04-08,8,5,0.0,13.0,1,1,36,01:58 AM,11:50 AM,06:00 AM,07:00 PM,-0,4,6,4,22,31,63,0.0,1013,8,10,295,13
2018-04-09,10,2,0.0,13.4,1,1,28,02:40 AM,12:44 PM,05:58 AM,07:01 PM,-2,6,7,6,8,12,56,0.0,1024,10,10,248,5
2018-04-10,16,5,0.0,13.5,1,1,21,03:19 AM,01:41 PM,05:56 AM,07:02 PM,-2,9,11,9,26,25,42,0.0,1020,16,10,145,14
2018-04-11,15,9,0.0,13.5,1,1,13,03:54 AM,02:39 PM,05:55 AM,07:03 PM,0,12,12,12,15,30,43,0.0,1008,15,10,214,8
2018-04-12,10,1,0.1,13.3,1,1,6,04:27 AM,03:40 PM,05:53 AM,07:04 PM,-2,1,5,1,28,37,61,3.0,1006,10,9,265,19
2018-04-13,5,-1,0.0,13.5,1,1,0,04:58 AM,04:42 PM,05:52 AM,07:05 PM,-6,-3,2,-3,25,35,58,0.0,1023,5,10,316,18
2018-04-14,10,1,0.0,13.6,1,1,0,05:28 AM,05:47 PM,05:50 AM,07:06 PM,-4,4,5,4,9,21,50,0.0,1026,10,10,195,5
2018-04-15,16,5,0.0,13.3,1,1,0,05:59 AM,06:53 PM,05:49 AM,07:07 PM,-3,8,10,8,33,29,43,0.0,1014,16,10,144,19
2018-04-16,17,4,0.0,13.6,1,1,1,06:31 AM,08:01 PM,05:47 AM,07:08 PM,-4,8,11,8,58,16,36,0.1,1002,17,10,211,35
2018-04-17,5,-1,1.1,13.3,1,1,9,07:07 AM,09:10 PM,05:46 AM,07:09 PM,-4,-2,2,-2,22,49,66,1.3,1016,5,9,291,17
2018-04-18,10,-0,0.0,9.7,1,1,17,07:47 AM,10:18 PM,05:44 AM,07:10 PM,-6,3,5,3,12,50,45,0.0,1022,10,10,141,7
2018-04-19,14,5,0.0,13.7,1,1,24,08:32 AM,11:26 PM,05:43 AM,07:12 PM,-6,8,9,8,18,34,33,0.0,1009,14,10,204,9
2018-04-20,12,6,0.0,13.7,1,1,32,09:25 AM,No moonset,05:41 AM,07:13 PM,1,7,9,7,17,26,58,0.5,1011,12,10,148,9
2018-04-21,14,4,0.0,13.7,1,1,39,10:23 AM,12:27 AM,05:40 AM,07:14 PM,0,10,10,10,9,3,51,0.0,1019,14,10,209,5
2018-04-22,18,8,0.0,13.8,1,1,47,11:27 AM,01:24 AM,05:38 AM,07:15 PM,0,13,13,13,13,2,42,0.0,1016,18,10,148,7
2018-04-23,13,8,0.0,13.3,1,1,54,12:33 PM,02:12 AM,05:37 AM,07:16 PM,0,10,11,10,15,24,48,0.0,1017,13,10,222,10
2018-04-24,13,4,0.0,13.8,1,1,62,01:42 PM,02:55 AM,05:36 AM,07:17 PM,-2,9,9,9,11,2,46,0.0,1024,13,10,155,7
2018-04-25,17,6,0.0,13.8,1,1,69,02:49 PM,03:33 AM,05:34 AM,07:18 PM,-2,10,11,10,16,10,42,0.0,1021,17,10,163,9
2018-04-26,18,7,0.0,13.9,1,1,77,03:56 PM,04:06 AM,05:33 AM,07:19 PM,-0,13,14,13,12,0,40,0.0,1018,18,10,154,7
2018-04-27,22,10,0.0,13.9,1,1,85,05:02 PM,04:38 AM,05:31 AM,07:20 PM,-0,15,16,15,20,6,35,0.2,1012,22,10,138,10
2018-04-28,22,12,0.0,13.9,1,1,92,06:06 PM,05:09 AM,05:30 AM,07:21 PM,1,16,17,16,38,9,35,0.0,1004,22,10,195,21
2018-04-29,12,6,0.0,13.9,1,1,100,07:10 PM,05:40 AM,05:29 AM,07:22 PM,0,9,10,9,16,14,52,0.0,1005,12,10,315,10
2018-04-30,8,3,0.0,11.0,1,1,100,08:12 PM,06:12 AM,05:28 AM,07:23 PM,0,3,5,3,12,57,74,2.5,1010,8,10,225,9
2018-05-01,11,3,0.0,14.0,1,1,89,09:12 PM,06:46 AM,05:26 AM,07:24 PM,-2,6,7,6,10,14,53,0.0,1009,11,10,199,6
2018-05-02,10,5,0.0,14.0,1,1,82,10:09 PM,07:24 AM,05:25 AM,07:25 PM,1,7,8,7,8,31,61,0.0,1010,10,10,180,5
2018-05-03,14,4,0.0,14.0,1,1,75,11:03 PM,08:05 AM,05:24 AM,07:26 PM,2,9,9,9,8,10,62,0.0,1018,14,10,202,5
2018-05-04,18,7,0.0,14.1,1,1,68,11:52 PM,08:51 AM,05:22 AM,07:27 PM,0,12,13,12,14,13,44,0.0,1023,18,10,139,8
2018-05-05,21,10,0.0,12.2,1,1,60,No moonrise,09:40 AM,05:21 AM,07:28 PM,1,15,16,15,15,39,38,0.0,1020,21,10,133,8
2018-05-06,23,14,0.0,13.4,1,1,53,12:37 AM,10:32 AM,05:20 AM,07:29 PM,0,18,18,18,35,28,31,0.0,1015,23,10,150,18
2018-05-07,21,13,0.0,13.4,1,1,46,01:17 AM,11:28 AM,05:19 AM,07:30 PM,0,17,17,17,21,27,32,0.0,1015,21,10,204,11
2018-05-08,21,10,0.0,14.1,1,1,39,01:53 AM,12:25 PM,05:18 AM,07:31 PM,1,16,16,16,10,2,38,0.0,1017,21,10,185,6
2018-05-09,22,13,0.0,14.2,1,1,31,02:26 AM,01:25 PM,05:17 AM,07:33 PM,2,18,18,18,13,25,36,0.0,1011,22,10,137,7
2018-05-10,19,12,0.0,14.2,1,1,24,02:57 AM,02:25 PM,05:16 AM,07:34 PM,4,17,16,17,13,27,44,0.0,1007,19,10,127,7
2018-05-11,12,7,0.0,12.3,1,1,17,03:27 AM,03:29 PM,05:14 AM,07:35 PM,6,8,10,8,15,60,77,0.0,1006,12,10,312,10
2018-05-12,11,5,0.0,13.4,1,1,9,03:57 AM,04:33 PM,05:13 AM,07:36 PM,3,6,7,6,12,47,75,0.4,1008,11,9,200,9
2018-05-13,16,4,0.0,13.4,1,1,2,04:28 AM,05:41 PM,05:12 AM,07:37 PM,-0,9,9,9,13,21,52,0.0,1014,16,10,193,8
2018-05-14,16,5,0.0,14.3,1,1,0,05:02 AM,06:50 PM,05:11 AM,07:37 PM,3,10,11,10,12,25,61,0.0,1015,16,10,162,8
2018-05-15,18,7,0.0,14.3,1,1,0,05:41 AM,08:01 PM,05:10 AM,07:38 PM,5,12,12,12,10,6,61,0.0,1015,18,10,145,6
2018-05-16,21,9,0.0,14.3,1,1,5,06:24 AM,09:12 PM,05:09 AM,07:39 PM,3,14,15,14,16,5,49,0.0,1012,21,10,151,9
2018-05-17,20,9,0.0,14.3,1,1,12,07:15 AM,10:18 PM,05:09 AM,07:40 PM,2,15,15,15,14,13,43,0.0,1008,20,10,231,8
2018-05-18,16,8,0.0,14.3,1,1,19,08:13 AM,11:19 PM,05:08 AM,07:41 PM,5,12,12,12,10,13,60,0.0,1010,16,10,175,6
2018-05-19,18,8,0.0,14.4,1,1,27,09:17 AM,No moonset,05:07 AM,07:42 PM,4,13,13,13,9,10,56,0.0,1013,18,10,178,5
2018-05-20,21,10,0.0,14.4,1,1,34,10:24 AM,12:11 AM,05:06 AM,07:43 PM,5,15,15,15,17,10,53,0.0,1012,21,10,165,9
2018-05-21,22,10,0.0,14.4,1,1,41,11:34 AM,12:57 AM,05:05 AM,07:44 PM,5,16,16,16,11,10,50,0.0,1009,22,10,169,6
2018-05-22,18,10,0.0,14.4,1,1,48,12:42 PM,01:36 AM,05:04 AM,07:45 PM,6,14,14,14,11,32,57,0.0,1010,18,10,142,6
2018-05-23,18,9,0.0,14.4,1,1,56,01:49 PM,02:10 AM,05:04 AM,07:46 PM,4,13,14,13,18,14,52,0.0,1012,18,10,163,10
2018-05-24,23,11,0.0,14.4,1,1,63,02:53 PM,02:42 AM,05:03 AM,07:47 PM,5,17,17,17,15,4,48,0.0,1015,23,10,152,8
2018-05-25,25,14,0.0,14.5,1,1,70,03:57 PM,03:12 AM,05:02 AM,07:48 PM,4,19,19,19,18,0,37,0.0,1010,25,10,163,9
2018-05-26,22,14,0.0,14.5,1,1,78,05:00 PM,03:42 AM,05:02 AM,07:48 PM,0,17,18,17,21,12,31,0.0,1006,22,10,225,11
2018-05-27,16,10,0.0,14.5,1,1,85,06:02 PM,04:13 AM,05:01 AM,07:49 PM,5,12,13,12,10,16,62,0.4,1011,16,10,269,6
2018-05-28,17,7,0.0,14.5,1,1,92,07:02 PM,04:46 AM,05:00 AM,07:50 PM,7,12,12,12,7,14,72,0.0,1014,17,10,239,5
2018-05-29,19,9,0.0,14.5,1,1,99,08:01 PM,05:22 AM,05:00 AM,07:51 PM,6,14,14,14,12,18,61,0.0,1013,19,10,175,7
2018-05-30,23,12,0.0,14.5,1,1,100,08:56 PM,06:01 AM,04:59 AM,07:52 PM,7,17,18,17,21,4,53,0.0,1007,23,10,128,12
2018-05-31,24,11,0.0,14.5,1,1,89,09:47 PM,06:45 AM,04:59 AM,07:52 PM,4,17,17,17,30,12,44,0.0,1005,24,10,148,17
2018-06-01,15,9,0.0,14.5,1,1,74,10:34 PM,07:33 AM,04:58 AM,07:53 PM,5,12,13,12,14,8,61,0.0,1015,15,10,255,10
2018-06-02,20,7,0.0,14.5,1,1,67,11:16 PM,08:24 AM,04:58 AM,07:54 PM,2,14,14,14,13,0,47,0.0,1023,20,10,189,8
2018-06-03,23,10,0.0,14.5,1,1,59,11:53 PM,09:19 AM,04:58 AM,07:54 PM,5,17,18,17,10,0,45,0.0,1016,23,10,161,6
2018-06-04,28,14,0.0,14.5,1,1,52,No moonrise,10:15 AM,04:57 AM,07:55 PM,3,21,20,21,20,1,33,0.0,1010,28,10,156,10
2018-06-05,26,18,0.0,14.5,1,1,44,12:27 AM,11:13 AM,04:57 AM,07:56 PM,0,22,22,22,29,2,24,0.0,1007,26,10,202,15
2018-06-06,26,16,0.0,13.5,1,1,36,12:58 AM,12:12 PM,04:57 AM,07:56 PM,3,21,21,21,20,33,31,0.0,1007,26,10,157,11
2018-06-07,26,17,0.0,14.5,1,1,29,01:28 AM,01:13 PM,04:56 AM,07:57 PM,0,21,21,21,37,9,25,0.0,1008,26,10,169,20
2018-06-08,26,12,0.0,14.5,1,1,21,01:57 AM,02:15 PM,04:56 AM,07:57 PM,2,20,20,20,14,1,29,0.0,1012,26,10,177,8
2018-06-09,27,17,0.0,14.5,1,1,14,02:26 AM,03:20 PM,04:56 AM,07:58 PM,-0,22,22,22,45,0,23,0.0,1006,27,10,158,24
2018-06-10,20,9,0.0,14.5,1,1,6,02:58 AM,04:27 PM,04:56 AM,07:59 PM,-0,12,14,12,26,6,41,0.0,1011,20,10,282,16
2018-06-11,22,8,0.0,14.5,1,1,0,03:33 AM,05:38 PM,04:56 AM,07:59 PM,-2,14,15,14,14,0,32,0.0,1014,22,10,164,8
2018-06-12,22,8,0.0,14.5,1,1,0,04:13 AM,06:49 PM,04:56 AM,08:00 PM,3,16,16,16,12,0,44,0.0,1017,22,10,241,7
2018-06-13,29,14,0.0,14.5,1,1,0,05:01 AM,07:59 PM,04:56 AM,08:00 PM,5,21,21,21,16,0,37,0.0,1010,29,10,164,9
2018-06-14,27,19,0.0,14.5,1,1,1,05:57 AM,09:05 PM,04:56 AM,08:00 PM,1,23,23,23,32,3,23,0.0,1005,27,10,234,17
2018-06-15,25,12,0.0,14.5,1,1,9,07:00 AM,10:03 PM,04:56 AM,08:01 PM,6,19,19,19,14,15,44,0.0,1004,25,10,197,8
2018-06-16,23,11,0.0,14.5,1,1,16,08:08 AM,10:53 PM,04:56 AM,08:01 PM,7,18,18,18,10,11,52,0.0,1002,23,10,238,7
2018-06-17,24,17,0.0,14.5,1,1,24,09:20 AM,11:36 PM,04:56 AM,08:01 PM,8,21,21,21,42,19,45,0.1,1002,24,10,172,23
2018-06-18,20,10,0.0,14.5,1,1,31,10:30 AM,No moonset,04:56 AM,08:02 PM,6,15,15,15,9,11,57,0.1,1012,20,10,243,6
2018-06-19,19,11,0.0,14.5,1,1,39,11:40 AM,12:13 AM,04:56 AM,08:02 PM,5,15,15,15,13,11,51,0.0,1016,19,10,246,8
2018-06-20,23,10,0.0,14.5,1,1,46,12:46 PM,12:46 AM,04:56 AM,08:02 PM,6,17,17,17,10,6,51,0.0,1018,23,10,169,6
2018-06-21,27,14,0.0,14.5,1,1,54,01:51 PM,01:17 AM,04:56 AM,08:02 PM,5,20,20,20,16,6,40,0.0,1013,27,10,172,9
2018-06-22,23,13,0.0,14.5,1,1,61,02:53 PM,01:47 AM,04:57 AM,08:03 PM,6,19,19,19,15,5,44,0.0,1014,23,10,257,9
2018-06-23,24,15,0.0,14.5,1,1,69,03:55 PM,02:16 AM,04:57 AM,08:03 PM,2,19,19,19,24,11,33,0.0,1009,24,10,227,14
2018-06-24,22,10,0.0,14.5,1,1,77,04:55 PM,02:48 AM,04:57 AM,08:03 PM,4,16,17,16,13,3,44,0.0,1015,22,10,217,8
2018-06-25,27,12,0.0,14.5,1,1,84,05:54 PM,03:23 AM,04:58 AM,08:03 PM,5,20,19,20,14,0,42,0.0,1013,27,10,125,7
2018-06-26,29,18,0.0,14.5,1,1,92,06:50 PM,04:00 AM,04:58 AM,08:03 PM,2,23,23,23,19,2,25,0.0,1011,29,10,205,10
2018-06-27,30,14,0.0,14.5,1,1,99,07:43 PM,04:42 AM,04:58 AM,08:03 PM,4,23,23,23,11,2,30,0.0,1010,30,10,156,6
2018-06-28,30,20,0.0,14.5,1,1,100,08:31 PM,05:28 AM,04:59 AM,08:03 PM,-2,24,24,25,44,5,18,0.0,1005,30,10,157,24
2018-06-29,21,14,0.0,14.5,1,1,86,09:15 PM,06:18 AM,04:59 AM,08:03 PM,4,17,18,17,17,15,40,0.0,1011,21,10,304,10
2018-06-30,20,12,0.0,14.5,1,1,78,09:54 PM,07:12 AM,05:00 AM,08:03 PM,2,16,17,16,14,2,37,0.0,1016,20,10,205,9
2018-07-01,25,11,0.0,14.5,1,1,75,10:28 PM,08:07 AM,05:00 AM,08:03 PM,4,18,18,18,13,1,40,0.0,1017,25,10,178,7
2018-07-02,28,15,0.0,14.5,1,1,68,11:00 PM,09:04 AM,05:01 AM,08:03 PM,3,22,22,22,17,10,30,0.0,1011,28,10,195,9
2018-07-03,25,16,0.0,14.5,1,1,61,11:30 PM,10:02 AM,05:01 AM,08:02 PM,4,21,21,21,12,25,33,0.0,1009,25,10,182,8
2018-07-04,29,14,0.0,14.5,1,1,54,11:58 PM,11:02 AM,05:02 AM,08:02 PM,2,21,21,21,18,3,32,0.0,1015,29,10,140,10
2018-07-05,31,18,0.0,14.5,1,1,46,No moonrise,12:02 PM,05:02 AM,08:02 PM,2,24,24,24,26,16,23,0.0,1019,31,10,139,14
2018-07-06,32,20,0.0,14.5,1,1,39,12:27 AM,01:04 PM,05:03 AM,08:02 PM,6,26,26,27,26,4,27,0.0,1019,32,10,171,14
2018-07-07,31,23,0.0,14.5,1,1,32,12:56 AM,02:08 PM,05:04 AM,08:01 PM,5,26,26,27,27,23,26,0.0,1015,31,10,197,14
2018-07-08,32,21,0.0,14.5,1,1,24,01:29 AM,03:16 PM,05:04 AM,08:01 PM,9,26,26,26,23,18,35,0.0,1014,32,10,162,12
2018-07-09,32,19,0.0,14.5,1,1,17,02:05 AM,04:25 PM,05:05 AM,08:01 PM,10,25,25,25,20,14,41,0.0,1016,32,10,158,10
2018-07-10,31,20,0.0,14.5,1,1,10,02:48 AM,05:36 PM,05:06 AM,08:00 PM,12,26,26,25,16,6,45,0.0,1014,31,10,179,9
2018-07-11,29,19,0.0,14.5,1,1,3,03:39 AM,06:43 PM,05:06 AM,08:00 PM,12,25,25,24,11,4,47,0.0,1013,29,10,153,6
2018-07-12,29,19,0.0,14.5,1,1,0,04:38 AM,07:47 PM,05:07 AM,07:59 PM,11,24,24,24,16,5,45,0.0,1014,29,10,178,9
2018-07-13,31,18,0.0,14.5,1,1,0,05:45 AM,08:42 PM,05:08 AM,07:59 PM,10,25,25,25,16,1,44,0.0,1016,31,10,174,9
2018-07-14,26,20,0.0,14.5,1,1,4,06:57 AM,09:30 PM,05:09 AM,07:58 PM,10,24,24,23,14,30,46,1.3,1016,26,10,150,7
2018-07-15,30,17,0.0,14.5,1,1,12,08:11 AM,10:10 PM,05:09 AM,07:58 PM,10,24,24,24,15,1,42,0.0,1015,30,10,214,9
2018-07-16,31,20,0.0,14.5,1,1,19,09:24 AM,10:46 PM,05:10 AM,07:57 PM,8,25,25,25,12,13,36,0.1,1014,31,10,137,7
2018-07-17,30,17,0.0,14.5,1,1,26,10:33 AM,11:19 PM,05:11 AM,07:56 PM,10,24,24,24,14,2,45,0.0,1015,30,10,179,8
2018-07-18,30,18,0.0,14.4,1,1,34,11:41 AM,11:50 PM,05:12 AM,07:56 PM,5,24,24,25,15,0,30,0.0,1015,30,10,174,8
2018-07-19,31,18,0.0,14.4,1,1,41,12:45 PM,No moonset,05:13 AM,07:55 PM,3,24,24,25,14,3,23,0.0,1014,31,10,178,8
2018-07-20,30,21,0.0,14.4,1,1,48,01:48 PM,12:20 AM,05:13 AM,07:54 PM,9,25,25,25,24,22,38,0.5,1013,30,10,163,13
2018-07-21,31,20,0.0,14.4,1,1,55,02:49 PM,12:51 AM,05:14 AM,07:54 PM,9,25,25,25,21,8,37,0.4,1013,31,10,177,12
2018-07-22,26,19,0.0,14.4,1,1,63,03:48 PM,01:24 AM,05:15 AM,07:53 PM,13,23,23,22,24,26,56,0.8,1018,26,10,200,14
2018-07-23,30,16,0.0,14.4,1,1,70,04:45 PM,02:01 AM,05:16 AM,07:52 PM,11,23,23,23,14,6,48,0.0,1019,30,10,195,9
2018-07-24,31,18,0.0,14.3,1,1,77,05:39 PM,02:41 AM,05:17 AM,07:51 PM,7,24,24,25,14,8,34,0.0,1017,31,10,164,8
2018-07-25,30,20,0.0,14.3,1,1,84,06:28 PM,03:25 AM,05:18 AM,07:50 PM,8,25,25,25,13,16,35,0.0,1017,30,10,206,7
2018-07-26,30,19,0.0,14.3,1,1,92,07:14 PM,04:14 AM,05:19 AM,07:49 PM,8,25,25,25,12,7,37,0.1,1017,30,10,220,7
2018-07-27,31,19,0.0,14.3,1,1,99,07:54 PM,05:06 AM,05:20 AM,07:48 PM,7,25,25,25,12,7,33,0.1,1014,31,10,169,7
2018-07-28,32,19,0.0,14.3,1,1,100,08:30 PM,06:01 AM,05:21 AM,07:47 PM,6,25,25,25,19,10,30,0.3,1013,32,10,181,11
2018-07-29,29,17,0.0,14.2,1,1,86,09:03 PM,06:58 AM,05:22 AM,07:46 PM,3,23,23,24,11,4,27,0.0,1015,29,10,170,6
2018-07-30,30,17,0.0,14.2,1,1,79,09:34 PM,07:56 AM,05:23 AM,07:45 PM,3,23,23,23,14,5,29,0.0,1017,30,10,205,8
2018-07-31,32,18,0.0,14.2,1,1,75,10:02 PM,08:55 AM,05:24 AM,07:44 PM,3,24,24,25,14,6,26,0.1,1015,32,10,153,8
2018-08-01,31,20,0.0,14.2,1,1,65,10:30 PM,09:54 AM,05:24 AM,07:43 PM,7,25,25,25,12,18,31,0.0,1013,31,10,216,7
2018-08-02,29,20,0.0,14.2,1,1,57,10:58 PM,10:55 AM,05:25 AM,07:42 PM,9,25,25,24,19,24,38,0.8,1013,29,10,123,10
2018-08-03,29,19,0.0,14.2,1,1,50,11:29 PM,11:57 AM,05:26 AM,07:41 PM,9,24,24,24,22,3,42,0.0,1012,29,10,169,13
2018-08-04,28,15,0.0,14.1,1,1,43,No moonrise,01:01 PM,05:27 AM,07:40 PM,5,22,22,22,14,7,36,0.0,1011,28,10,159,8
2018-08-05,26,16,0.0,14.1,1,1,36,12:02 AM,02:07 PM,05:28 AM,07:39 PM,4,22,22,22,15,8,33,0.0,1011,26,10,180,9
2018-08-06,28,14,0.0,14.1,1,1,28,12:40 AM,03:15 PM,05:29 AM,07:37 PM,1,21,21,21,13,1,26,0.0,1016,28,10,201,8
2018-08-07,28,15,0.0,14.1,1,1,21,01:26 AM,04:22 PM,05:30 AM,07:36 PM,1,22,21,22,13,0,25,0.0,1015,28,10,167,8
2018-08-08,30,16,0.0,14.0,1,1,14,02:19 AM,05:27 PM,05:31 AM,07:35 PM,2,23,23,23,14,0,25,0.0,1015,30,10,162,8
2018-08-09,31,17,0.0,14.0,1,1,6,03:22 AM,06:26 PM,05:32 AM,07:34 PM,4,24,24,24,14,0,28,0.0,1015,31,10,197,8
2018-08-10,33,19,0.0,14.0,1,1,0,04:31 AM,07:18 PM,05:33 AM,07:32 PM,4,25,25,26,15,1,25,0.0,1014,33,10,159,8
2018-08-11,33,21,0.0,14.0,1,1,0,05:45 AM,08:02 PM,05:34 AM,07:31 PM,4,26,26,26,19,5,25,0.0,1012,33,10,170,10
2018-08-12,31,20,0.0,14.0,1,1,1,06:59 AM,08:41 PM,05:35 AM,07:30 PM,8,25,25,25,17,10,34,0.0,1012,31,10,186,10
2018-08-13,30,19,0.0,13.9,1,1,8,08:12 AM,09:16 PM,05:36 AM,07:28 PM,6,24,24,24,12,12,33,0.7,1012,30,10,215,7
2018-08-14,29,18,0.0,13.9,1,1,15,09:23 AM,09:49 PM,05:37 AM,07:27 PM,6,23,23,23,13,16,34,0.0,1011,29,10,188,8
2018-08-15,29,18,0.0,13.9,1,1,22,10:31 AM,10:20 PM,05:38 AM,07:26 PM,5,23,23,23,17,11,32,0.0,1012,29,10,165,9
2018-08-16,28,18,0.0,13.9,1,1,30,11:37 AM,10:51 PM,05:39 AM,07:24 PM,9,23,23,23,16,13,41,0.1,1016,28,10,208,9
2018-08-17,30,16,0.0,13.8,1,1,37,12:39 PM,11:25 PM,05:40 AM,07:23 PM,8,23,23,23,14,7,39,0.6,1018,30,10,190,8
2018-08-18,26,15,0.0,13.8,1,1,44,01:41 PM,No moonset,05:41 AM,07:21 PM,9,20,20,20,13,8,52,0.0,1019,26,10,182,8
2018-08-19,26,14,0.0,13.8,1,1,51,02:38 PM,12:00 AM,05:42 AM,07:20 PM,4,21,21,21,11,1,35,0.0,1017,26,10,152,7
2018-08-20,27,17,0.0,13.8,1,1,59,03:34 PM,12:39 AM,05:43 AM,07:18 PM,6,22,22,22,31,22,36,0.0,1012,27,10,144,17
2018-08-21,25,16,0.0,13.7,1,1,66,04:25 PM,01:23 AM,05:44 AM,07:17 PM,10,21,21,21,12,29,50,0.3,1013,25,10,157,7
2018-08-22,26,16,0.0,13.7,1,1,73,05:12 PM,02:09 AM,05:45 AM,07:15 PM,11,20,20,20,30,16,59,0.0,1015,26,10,143,18
2018-08-23,26,15,0.0,13.7,1,1,81,05:54 PM,03:01 AM,05:46 AM,07:14 PM,6,20,19,20,24,1,47,0.0,1014,26,10,184,13
2018-08-24,28,17,0.0,13.7,1,1,88,06:31 PM,03:55 AM,05:47 AM,07:12 PM,4,22,22,22,28,20,32,0.0,1010,28,10,171,15
2018-08-25,28,14,0.0,13.6,1,1,95,07:05 PM,04:52 AM,05:48 AM,07:11 PM,6,21,21,21,13,7,39,0.0,1011,28,10,184,8
2018-08-26,26,14,0.0,13.6,1,1,100,07:36 PM,05:50 AM,05:49 AM,07:09 PM,1,21,20,21,17,11,29,0.0,1009,26,10,162,9
2018-08-27,21,15,0.0,13.6,1,1,100,08:05 PM,06:49 AM,05:50 AM,07:08 PM,3,18,18,18,17,13,38,0.0,1009,21,10,307,11
2018-08-28,20,9,0.0,13.6,1,1,83,08:33 PM,07:49 AM,05:51 AM,07:06 PM,2,15,15,15,14,2,44,0.0,1017,20,10,255,9
2018-08-29,26,11,0.0,13.5,1,1,76,09:02 PM,08:49 AM,05:52 AM,07:05 PM,3,18,18,18,13,2,40,0.0,1015,26,10,156,8
2018-08-30,28,17,0.0,13.5,1,1,69,09:31 PM,09:51 AM,05:53 AM,07:03 PM,-0,22,22,22,38,9,22,0.0,1011,28,10,158,22
2018-08-31,25,14,0.0,13.5,1,1,65,10:03 PM,10:53 AM,05:54 AM,07:01 PM,2,21,20,21,16,8,29,0.3,1011,25,10,191,9
2018-09-01,24,12,0.0,13.5,1,1,48,10:39 PM,11:58 AM,05:55 AM,07:00 PM,1,18,18,18,12,3,32,0.0,1012,24,10,169,7
2018-09-02,26,12,0.0,13.0,1,1,41,11:20 PM,01:03 PM,05:56 AM,06:58 PM,1,19,19,19,13,0,32,0.0,1013,26,10,168,7
2018-09-03,26,14,0.0,13.0,1,1,33,No moonrise,02:09 PM,05:57 AM,06:56 PM,1,20,19,20,14,1,30,0.0,1012,26,10,168,8
2018-09-04,26,15,0.0,13.0,1,1,26,12:08 AM,03:13 PM,05:58 AM,06:55 PM,1,20,19,20,14,6,30,0.0,1013,26,10,167,8
2018-09-05,27,15,0.0,12.9,1,1,18,01:05 AM,04:12 PM,05:59 AM,06:53 PM,2,20,20,20,17,11,31,0.0,1016,27,10,152,9
2018-09-06,27,16,0.0,12.5,1,1,11,02:09 AM,05:06 PM,06:00 AM,06:51 PM,5,21,21,21,20,11,38,0.0,1019,27,10,155,10
